state,rainfall,elevation,population_density,coastal_distance,historical_index,risk_level
MP,82.63,37.81,90.81,100.0,17.84,high
Karnataka,76.2,23.51,76.05,27.51,32.58,critical
West Bengal,69.55,16.09,81.33,0.0,37.32,critical
Jharkhand,46.68,42.37,54.24,81.34,19.12,medium
Tamil Nadu,84.12,16.02,36.38,0.0,90.82,critical
MP,63.38,44.74,74.39,57.29,68.92,high
Rajasthan,70.31,24.8,61.19,56.84,65.96,high
MP,85.37,31.04,28.76,100.0,19.97,high
Maharashtra,72.3,14.52,87.27,5.7,22.28,critical
Rajasthan,100.0,40.36,69.99,100.0,53.62,high
Telangana,55.6,41.26,88.4,79.67,23.2,high
Odisha,47.14,24.37,92.8,0.0,37.19,critical
Jharkhand,100.0,44.38,82.7,68.15,53.09,critical
Gujarat,44.06,33.88,69.04,17.05,53.94,high
Kerala,42.84,15.32,82.35,11.08,24.45,high
West Bengal,21.6,0.0,66.86,0.0,65.93,high
Assam,53.33,31.31,82.08,78.3,61.58,high
Andhra Pradesh,61.08,30.77,88.68,12.0,33.82,high
Gujarat,60.47,0.0,87.26,0.0,46.27,critical
West Bengal,26.73,14.34,77.59,0.0,72.38,high
Odisha,39.21,0.95,52.27,27.33,90.19,high
Kerala,84.81,33.2,61.35,0.0,58.58,critical
Andhra Pradesh,62.71,27.4,28.09,0.0,84.18,high
Rajasthan,50.58,1.77,55.18,86.3,43.6,high
Odisha,48.96,3.83,55.32,0.0,64.64,critical
Tamil Nadu,45.46,6.3,92.39,0.0,40.51,critical
Maharashtra,63.3,29.53,48.03,16.46,5.35,high
Andhra Pradesh,60.91,4.05,41.69,6.36,14.34,high
Andhra Pradesh,74.53,17.59,85.72,5.18,54.73,critical
Karnataka,52.08,32.47,99.78,8.58,95.81,critical
Tamil Nadu,75.35,0.0,76.78,35.34,58.95,critical
Tamil Nadu,25.39,7.51,99.05,3.51,0.0,high
Odisha,18.28,0.0,71.62,3.91,56.05,high
Karnataka,94.07,37.89,60.13,9.0,97.6,critical
Rajasthan,95.65,21.04,85.05,74.43,74.05,critical
Telangana,22.71,32.36,46.83,60.7,61.05,medium
Maharashtra,44.24,50.73,100.0,0.0,73.31,high
Maharashtra,85.45,22.3,50.64,0.39,79.49,critical
Telangana,59.85,65.19,100.0,100.0,63.2,high
MP,62.4,45.63,92.08,100.0,46.45,high
Telangana,25.4,18.46,46.44,77.84,64.37,medium
Gujarat,62.3,15.19,20.24,0.0,34.83,high
Assam,66.44,9.2,97.24,77.19,54.22,critical
Assam,84.29,2.52,53.01,47.8,100.0,critical
Kerala,60.54,58.02,61.45,9.1,27.26,high
Andhra Pradesh,2.9,45.87,59.25,11.75,48.86,medium
Kerala,44.39,28.57,24.06,5.62,52.16,high
Tamil Nadu,34.64,6.81,89.42,0.0,85.73,critical
Gujarat,39.63,0.65,77.12,26.55,54.46,high
Tamil Nadu,50.61,25.03,66.96,30.92,32.03,high
Gujarat,73.63,3.05,40.35,28.17,92.57,critical
Maharashtra,25.69,47.2,71.63,15.67,25.93,high
Rajasthan,30.48,54.14,55.32,50.79,64.48,medium
UP,39.9,11.56,32.21,77.15,74.91,high
Telangana,43.34,7.17,60.65,65.05,33.98,high
Tamil Nadu,27.61,19.48,63.9,14.7,8.77,high
Andhra Pradesh,55.25,0.3,82.08,0.0,28.21,critical
Odisha,31.28,36.21,83.64,5.27,78.39,high
Bihar,27.34,37.05,56.28,92.91,65.41,medium
West Bengal,60.73,30.69,63.75,0.0,69.51,critical
Andhra Pradesh,14.38,37.28,100.0,0.0,19.61,high
Gujarat,86.59,5.31,75.87,8.0,56.6,critical
Karnataka,86.81,30.88,98.22,28.29,52.27,critical
Tamil Nadu,66.67,22.6,68.54,0.0,24.3,critical
MP,52.57,18.63,73.86,91.81,56.65,high
Tamil Nadu,56.8,11.82,45.96,6.55,56.44,high
Telangana,23.96,4.49,72.57,100.0,41.09,medium
Karnataka,53.35,48.76,56.39,12.08,53.24,high
Karnataka,47.46,25.85,69.43,27.89,57.65,high
Telangana,52.66,47.89,39.26,47.06,35.41,medium
Rajasthan,80.96,29.24,59.19,100.0,44.02,high
Odisha,41.11,0.0,74.69,19.23,30.19,high
Jharkhand,0.0,27.0,69.51,100.0,14.22,medium
Telangana,0.0,18.13,74.07,55.35,51.47,medium
Andhra Pradesh,66.17,13.4,75.99,7.52,9.75,critical
Telangana,59.5,35.31,60.67,62.39,0.0,high
UP,83.6,21.38,88.94,57.57,32.26,critical
Bihar,94.9,6.65,100.0,100.0,27.41,critical
Andhra Pradesh,37.29,14.34,58.01,0.0,42.69,high
MP,41.47,44.22,47.46,65.7,0.0,medium
MP,38.42,20.96,99.05,92.05,90.8,high
Jharkhand,42.78,55.24,83.96,77.3,56.36,medium
Maharashtra,45.7,39.82,55.53,52.0,0.0,medium
Jharkhand,51.4,38.04,68.06,99.81,63.45,high
West Bengal,75.76,0.0,50.22,17.03,40.86,critical
Tamil Nadu,88.67,7.88,66.47,0.0,82.06,critical
Bihar,82.19,0.0,52.52,87.91,0.0,high
Karnataka,25.96,37.75,58.98,0.0,59.72,high
Kerala,61.29,18.89,90.65,0.0,26.19,critical
Rajasthan,45.66,17.39,53.12,89.88,52.09,high
Assam,42.0,14.51,78.44,48.02,29.7,high
Rajasthan,11.72,47.42,65.83,100.0,73.79,medium
Telangana,29.47,19.6,72.65,46.98,51.51,high
UP,85.26,10.96,53.18,98.1,65.89,high
Jharkhand,41.28,37.13,54.92,59.85,25.68,medium
Andhra Pradesh,0.0,14.38,44.23,0.0,19.06,medium
Rajasthan,57.74,14.96,45.85,94.0,71.64,high
Kerala,34.84,14.82,98.96,0.0,89.19,critical
MP,33.51,20.59,40.32,73.26,40.83,medium
Odisha,18.33,2.48,84.51,20.31,74.46,high
Assam,68.05,9.93,57.52,53.29,51.76,high
West Bengal,45.58,1.91,77.1,30.31,76.32,critical
Odisha,60.59,0.0,23.71,40.79,77.65,high
Andhra Pradesh,53.59,14.26,51.83,0.0,55.44,high
Telangana,33.9,13.72,51.46,59.55,70.75,high
Tamil Nadu,36.99,15.29,54.59,0.0,24.84,high
MP,46.4,50.26,63.89,100.0,18.28,medium
Maharashtra,62.09,15.18,48.06,29.99,69.48,high
Tamil Nadu,54.02,32.93,74.56,3.76,80.72,critical
Assam,91.08,0.0,54.08,52.59,55.48,critical
MP,56.93,45.78,90.63,100.0,0.0,medium
Jharkhand,13.29,50.88,61.54,95.44,61.03,medium
West Bengal,36.67,18.22,79.04,25.47,37.57,high
West Bengal,52.11,8.79,78.05,0.0,80.32,critical
Telangana,98.37,29.3,60.72,73.33,0.0,high
Jharkhand,49.61,21.91,82.63,94.42,27.09,high
Odisha,88.89,29.98,69.53,41.17,22.82,high
Jharkhand,20.28,26.07,59.34,67.62,49.21,medium
MP,61.87,38.64,84.55,82.78,0.09,high
Bihar,96.91,0.0,41.93,100.0,58.46,high
Odisha,31.55,0.0,71.91,0.0,61.78,critical
Karnataka,55.0,58.25,79.9,43.79,38.51,high
Jharkhand,11.55,25.47,79.08,85.6,12.42,medium
Rajasthan,53.65,10.27,87.44,100.0,54.9,high
Telangana,32.4,33.7,61.41,39.87,54.47,high
Maharashtra,34.06,13.81,81.73,9.78,58.63,high
Maharashtra,87.16,45.16,79.98,14.24,45.74,critical
Jharkhand,29.34,53.45,45.71,100.0,42.89,medium
Gujarat,94.76,30.27,22.86,0.0,76.06,critical
Gujarat,52.8,23.07,61.37,0.0,18.73,high
Andhra Pradesh,55.55,5.33,64.97,3.27,76.51,critical
Kerala,10.15,14.67,50.82,42.07,36.85,medium
Karnataka,59.44,65.73,53.33,9.06,41.05,high
Rajasthan,100.0,16.87,29.07,100.0,29.17,high
Jharkhand,45.96,31.96,66.54,100.0,72.71,high
West Bengal,100.0,22.86,69.25,28.54,77.65,critical
Assam,40.9,37.83,71.68,48.18,57.2,high
UP,35.73,8.4,60.57,62.01,31.09,high
Andhra Pradesh,59.31,27.58,94.78,51.43,39.89,high
Andhra Pradesh,20.2,4.83,76.92,0.0,25.42,high
UP,14.53,13.48,55.14,100.0,63.29,medium
Jharkhand,64.97,27.66,34.08,100.0,59.01,high
Jharkhand,18.18,64.87,48.36,69.0,46.32,medium
Odisha,50.56,0.0,72.29,14.53,39.36,critical
Gujarat,66.78,22.89,89.17,26.83,36.02,critical
Maharashtra,0.0,7.35,62.78,7.43,44.16,high
Bihar,53.98,0.0,70.85,92.91,34.65,high
Rajasthan,74.78,17.38,21.47,100.0,60.78,high
MP,39.12,31.93,62.28,93.72,0.0,medium
Odisha,46.4,18.63,62.67,0.0,76.39,high
Odisha,100.0,12.35,85.47,13.51,16.58,critical
Jharkhand,5.97,26.53,41.87,100.0,67.83,medium
Kerala,53.02,10.44,67.39,9.38,53.28,critical
Assam,79.25,0.0,87.95,55.43,94.54,critical
UP,29.87,0.0,54.7,100.0,66.62,high
Karnataka,20.15,33.51,77.41,35.8,14.9,medium
Telangana,100.0,23.15,93.94,100.0,81.76,critical
Odisha,56.13,10.77,54.96,0.0,58.07,critical
Karnataka,53.47,32.93,81.51,0.0,84.92,critical
UP,63.49,19.23,68.19,77.68,43.75,high
Maharashtra,28.25,37.54,15.13,0.0,90.73,high
Andhra Pradesh,11.75,48.25,60.11,0.0,16.04,medium
Karnataka,29.92,2.59,54.57,37.85,6.69,high
Karnataka,73.58,23.68,52.67,0.0,36.58,critical
Karnataka,72.9,46.96,94.02,32.59,23.07,high
MP,22.52,34.39,43.04,88.78,3.5,medium
Maharashtra,39.87,57.14,35.52,0.0,52.99,high
Assam,75.91,5.4,58.71,66.04,33.03,high
Odisha,47.22,8.3,39.02,14.66,31.08,high
Bihar,32.76,7.07,80.01,63.97,48.91,high
Andhra Pradesh,10.28,34.04,68.7,31.06,59.79,medium
Odisha,16.64,22.58,48.45,0.0,40.41,high
Tamil Nadu,44.92,2.77,43.68,47.5,83.28,high
Rajasthan,69.01,12.84,79.95,100.0,43.64,high
MP,56.03,60.05,88.65,85.85,74.99,high
West Bengal,59.44,7.13,48.33,21.49,58.69,high
Telangana,31.96,33.04,60.45,58.52,32.02,medium
MP,9.67,24.12,100.0,90.72,54.44,medium
Karnataka,70.93,38.96,50.21,32.32,42.94,high
Telangana,30.35,23.74,88.9,92.89,15.68,medium
Maharashtra,63.79,15.09,57.5,0.0,24.59,high
Jharkhand,42.47,13.73,48.33,67.23,52.74,high
West Bengal,56.89,0.0,86.02,0.0,60.22,critical
Odisha,51.91,16.87,55.06,6.35,25.25,high
Tamil Nadu,54.12,17.73,49.82,63.42,27.18,high
MP,40.88,46.35,71.63,90.84,21.64,medium
Bihar,85.74,0.0,79.37,73.97,23.5,critical
UP,64.33,19.69,88.85,59.84,68.28,critical
West Bengal,69.76,19.21,50.91,0.0,54.45,critical
Maharashtra,68.83,24.49,60.93,41.13,41.23,high
Kerala,81.25,43.09,84.57,0.0,92.36,critical
Jharkhand,100.0,38.97,90.51,76.97,63.33,critical
Andhra Pradesh,75.99,8.52,17.05,15.01,55.48,high
Telangana,64.04,37.12,60.58,56.44,51.82,high
West Bengal,59.68,16.39,44.24,27.17,58.55,high
Assam,41.89,28.28,73.48,70.79,14.1,high
Kerala,22.1,29.45,57.7,0.0,48.98,high
MP,38.22,38.06,52.85,39.76,76.91,high
Andhra Pradesh,51.45,0.0,29.27,0.0,64.57,high
Assam,30.11,35.41,31.89,64.29,52.11,medium
Assam,96.28,0.0,86.96,60.53,67.02,critical
Odisha,19.77,3.87,74.58,23.59,53.74,high
Bihar,47.79,23.43,45.13,68.7,30.14,high
Gujarat,90.72,0.0,53.28,10.58,81.32,critical
MP,43.79,53.05,87.3,91.98,54.15,medium
Assam,49.69,30.56,64.8,75.93,56.21,high
Andhra Pradesh,14.36,35.37,59.28,11.11,7.09,medium
Kerala,71.62,26.71,85.04,0.0,30.45,critical
Telangana,36.01,23.59,39.24,57.02,0.0,medium
Gujarat,54.6,31.74,50.55,0.0,23.59,high
Andhra Pradesh,28.54,33.63,74.19,10.66,61.12,high
Karnataka,59.53,61.55,76.72,6.75,56.43,high
Tamil Nadu,48.98,10.17,60.18,5.18,81.47,critical
Bihar,39.02,0.0,47.96,60.74,73.32,high
Karnataka,0.0,66.63,80.07,10.3,15.96,medium
UP,71.37,27.16,45.12,93.4,28.59,high
Assam,57.44,0.0,53.93,88.03,76.5,high
Karnataka,68.93,39.99,73.07,4.01,82.87,critical
Rajasthan,40.86,34.36,91.01,76.32,100.0,high
Kerala,84.55,42.21,60.95,0.0,75.9,critical
Karnataka,19.43,59.09,73.36,25.27,96.68,high
UP,48.05,9.94,49.37,64.5,79.58,high
Kerala,96.85,59.09,68.23,0.0,65.39,critical
Gujarat,41.88,25.4,90.92,0.0,40.86,high
Jharkhand,51.22,24.47,60.25,84.3,14.82,high
Andhra Pradesh,41.6,16.04,43.77,5.09,61.82,high
Jharkhand,49.66,63.13,97.38,60.63,70.01,high
Assam,58.5,22.94,37.2,73.16,22.57,high
Bihar,18.08,52.17,66.29,77.55,52.76,medium
MP,48.99,14.95,79.88,71.35,46.42,high
Rajasthan,74.68,35.93,37.05,83.3,61.56,high
Bihar,58.58,24.74,78.86,100.0,30.0,high
Karnataka,7.3,48.85,91.26,26.2,0.0,medium
Tamil Nadu,46.68,31.41,62.51,0.0,36.14,high
MP,100.0,73.88,51.43,100.0,43.59,high
Andhra Pradesh,19.62,23.28,85.19,0.0,12.52,high
West Bengal,52.7,0.0,79.23,32.54,61.36,critical
Bihar,56.49,26.24,44.72,100.0,24.1,medium
UP,51.34,5.57,62.99,84.39,47.44,high
MP,79.01,46.94,41.41,91.45,66.79,high
UP,93.2,26.75,73.85,50.51,31.52,critical
UP,40.72,17.95,85.16,74.01,8.86,high
Karnataka,92.64,73.69,92.94,24.15,40.46,high
Jharkhand,68.44,41.42,59.4,54.42,62.88,high
Jharkhand,34.14,37.33,28.31,93.62,62.55,medium
Maharashtra,65.26,43.2,76.77,3.32,58.33,high
UP,59.25,16.06,47.08,96.6,63.59,high
Bihar,100.0,31.36,57.06,67.95,58.69,high
Jharkhand,57.17,22.49,76.67,76.93,0.0,high
Kerala,48.77,72.52,23.84,10.12,14.69,medium
West Bengal,57.25,17.54,50.22,10.83,0.0,high
Maharashtra,73.84,39.26,60.09,22.23,75.22,high
Maharashtra,31.19,29.55,54.08,16.94,44.19,high
Rajasthan,58.46,17.44,61.34,82.89,20.41,high
Maharashtra,86.42,9.5,76.85,0.0,34.25,critical
Tamil Nadu,48.0,39.34,79.36,0.0,54.12,high
Kerala,53.96,52.66,60.75,0.0,10.48,high
Assam,80.02,12.86,90.8,44.19,80.29,critical
Andhra Pradesh,16.29,8.28,59.8,37.97,70.05,high
West Bengal,66.44,17.9,46.64,0.0,31.32,high
UP,41.72,28.1,64.39,100.0,100.0,high
MP,28.41,29.58,45.9,88.74,59.03,medium
UP,60.6,13.43,72.87,70.24,54.53,high
Jharkhand,81.67,30.17,59.52,78.18,69.35,high
Telangana,70.77,32.93,81.81,80.01,70.23,high
Jharkhand,76.9,28.0,100.0,74.28,9.7,high
Telangana,35.52,36.58,50.91,44.25,46.38,medium
Rajasthan,14.47,20.11,88.39,88.15,59.96,medium
Rajasthan,65.93,24.12,54.9,93.59,51.63,high
UP,0.0,17.12,91.98,100.0,44.2,medium
MP,21.85,23.52,93.41,85.73,55.54,high
Bihar,69.02,0.0,47.74,57.54,31.47,high
Maharashtra,38.89,48.18,55.14,26.1,45.33,high
Assam,62.36,32.98,39.28,87.48,42.56,medium
Telangana,100.0,52.44,57.55,70.15,2.75,high
Karnataka,35.22,47.09,100.0,30.94,65.9,high
Karnataka,14.41,37.77,66.97,18.08,48.94,high
Odisha,83.98,10.71,21.58,0.0,94.65,critical
Gujarat,62.43,0.0,12.39,11.77,47.63,high
Maharashtra,74.78,36.17,77.5,12.58,36.31,critical
West Bengal,43.81,0.0,67.25,30.92,47.55,high
Andhra Pradesh,26.2,26.13,100.0,8.24,78.54,high
Karnataka,43.95,41.86,71.14,51.27,41.43,high
UP,59.9,43.04,90.57,98.07,66.89,high
Gujarat,51.68,15.6,83.73,0.0,100.0,critical
Rajasthan,77.41,25.32,63.68,100.0,74.32,high
Jharkhand,57.95,38.65,43.2,60.29,25.76,medium
Bihar,35.16,14.24,60.9,66.54,7.38,medium
West Bengal,56.85,32.35,60.24,0.0,33.79,high
Bihar,56.14,20.38,100.0,80.36,58.11,high
Bihar,9.9,10.85,62.05,83.79,34.97,medium
Rajasthan,87.17,15.85,57.07,69.38,28.72,high
Telangana,7.24,27.06,61.45,100.0,51.69,medium
MP,40.25,50.48,65.5,57.14,54.11,medium
Assam,100.0,22.58,91.07,62.8,63.11,critical
Tamil Nadu,95.79,24.33,49.86,0.25,0.0,critical
Gujarat,32.45,8.27,72.54,26.1,100.0,high
Andhra Pradesh,73.99,15.62,63.8,15.87,57.27,critical
Maharashtra,5.11,21.38,57.95,0.0,43.88,high
Telangana,15.66,9.68,63.06,35.12,24.84,high
Maharashtra,40.34,31.28,96.9,7.44,87.92,critical
UP,83.98,29.6,49.42,89.06,38.56,high
Maharashtra,59.64,54.1,47.05,0.0,81.69,high
Odisha,59.48,16.64,34.63,8.22,63.49,high
Rajasthan,46.21,10.23,49.15,83.53,15.86,high
Rajasthan,55.11,21.36,60.51,100.0,4.5,medium
Maharashtra,42.14,10.0,48.76,0.0,46.45,high
Andhra Pradesh,44.77,35.09,42.45,28.56,53.86,high
Kerala,46.59,24.51,79.17,7.48,45.05,high
Maharashtra,78.43,21.16,55.69,0.0,73.3,critical
Karnataka,82.42,59.1,100.0,0.0,26.89,critical
Maharashtra,13.47,37.55,23.73,0.0,73.53,medium
Tamil Nadu,59.8,41.59,72.75,0.0,48.71,high
MP,5.85,38.76,65.35,61.12,21.16,medium
Kerala,33.87,7.94,74.64,0.0,45.88,high
Karnataka,60.68,37.14,76.83,28.6,57.69,high
MP,34.38,63.92,64.95,100.0,34.56,medium
Jharkhand,57.42,30.14,62.5,63.9,59.9,high
Rajasthan,9.79,20.78,61.04,84.91,100.0,medium
Assam,0.0,38.63,70.91,54.47,53.93,medium
Tamil Nadu,59.4,0.0,86.42,0.0,63.97,critical
Karnataka,44.84,32.75,76.52,12.01,78.06,high
Rajasthan,64.24,66.49,70.37,87.23,18.97,medium
Andhra Pradesh,32.48,5.54,86.6,24.86,62.18,high
Bihar,81.8,56.45,86.51,100.0,30.91,high
Gujarat,41.46,16.93,86.63,0.0,40.68,high
Jharkhand,100.0,33.26,87.79,66.11,11.75,critical
Jharkhand,46.23,1.72,92.39,58.28,81.39,critical
UP,78.65,12.5,55.6,70.8,57.46,high
Jharkhand,65.73,24.25,87.01,79.64,50.19,high
Andhra Pradesh,98.22,37.6,59.55,0.0,62.5,critical
Jharkhand,25.12,53.53,79.4,53.0,100.0,high
Assam,63.17,16.95,24.53,74.01,42.02,high
MP,71.02,45.92,57.06,63.06,46.73,high
MP,69.14,59.01,70.77,64.86,16.67,high
Telangana,14.22,21.95,75.08,90.82,66.81,medium
Rajasthan,62.99,11.96,58.14,99.66,29.88,high
Jharkhand,37.68,37.94,22.12,83.51,74.54,medium
Rajasthan,13.85,44.42,75.88,100.0,62.85,medium
UP,54.17,45.91,63.04,89.42,48.8,medium
Jharkhand,46.54,36.18,55.77,90.41,29.55,medium
Gujarat,68.77,0.0,64.54,0.0,66.62,critical
Odisha,35.88,1.16,55.83,27.13,91.93,high
Telangana,77.04,27.79,61.83,100.0,63.84,high
Bihar,46.19,16.4,50.14,89.02,62.23,high
West Bengal,57.32,0.0,49.52,6.88,36.76,high
Karnataka,80.66,39.33,46.74,6.65,58.6,high
Maharashtra,97.16,24.84,68.22,29.35,46.16,critical
Assam,48.97,28.2,39.78,100.0,60.38,medium
UP,20.3,26.46,63.94,73.98,54.2,medium
Kerala,78.63,7.25,47.42,41.89,41.36,high
Rajasthan,27.73,36.91,61.36,94.76,53.18,medium
West Bengal,57.17,0.0,100.0,0.0,35.06,critical
Bihar,52.12,0.0,77.74,63.24,76.56,high
Andhra Pradesh,53.17,23.49,79.42,0.0,71.82,critical
Tamil Nadu,71.18,30.67,57.21,0.0,45.81,high
Maharashtra,59.74,41.88,53.59,22.05,19.27,high
UP,49.74,13.0,77.42,100.0,51.84,high
Odisha,51.56,5.73,55.02,1.02,79.13,critical
Andhra Pradesh,49.99,7.81,74.5,0.0,63.38,critical
Odisha,61.88,1.5,81.63,14.19,25.39,critical
Assam,34.94,0.0,50.35,69.43,54.18,high
Telangana,55.96,48.46,37.42,71.06,34.73,medium
Karnataka,79.11,47.44,42.3,0.0,25.57,high
Assam,75.91,0.0,59.93,63.1,62.23,critical
Assam,29.31,0.71,82.9,75.72,73.49,high
Gujarat,86.07,9.54,73.31,0.0,100.0,critical
Assam,54.58,6.41,55.93,100.0,27.82,high
Karnataka,74.29,24.67,56.6,0.0,0.49,high
Jharkhand,47.32,53.01,77.0,72.1,35.06,medium
Gujarat,100.0,13.68,67.61,9.18,63.19,critical
Bihar,4.57,0.0,81.28,92.57,44.36,medium
Tamil Nadu,89.73,38.71,78.57,0.0,55.1,critical
Andhra Pradesh,62.05,17.41,72.34,3.33,100.0,critical
Maharashtra,68.92,28.47,83.67,0.0,45.72,critical
Karnataka,40.86,34.93,79.37,11.85,33.96,high
Maharashtra,96.63,25.15,63.38,0.0,74.08,critical
Bihar,41.18,37.41,74.36,89.6,50.54,medium
Jharkhand,31.34,57.07,51.01,59.26,66.63,medium
Odisha,44.82,11.8,49.0,4.6,23.61,high
Tamil Nadu,81.64,10.59,70.42,13.67,37.29,critical
Kerala,74.72,38.95,45.76,9.51,51.6,high
UP,26.54,29.33,64.23,72.83,64.81,medium
Maharashtra,5.57,46.26,69.59,4.05,55.82,medium
Kerala,100.0,35.56,59.53,6.97,62.94,critical
Jharkhand,64.5,33.01,70.66,90.68,63.37,high
Kerala,80.42,58.89,65.39,0.0,48.75,high
Bihar,83.3,13.72,74.84,63.81,55.81,critical
Andhra Pradesh,38.11,22.9,51.98,21.37,34.39,high
Odisha,70.41,12.6,78.35,0.0,51.58,critical
West Bengal,82.75,0.0,66.96,30.08,43.59,critical
Karnataka,51.81,43.2,46.43,12.55,50.77,high
UP,51.79,32.76,53.2,98.22,18.38,medium
Maharashtra,82.69,18.64,55.62,29.68,36.32,critical
Karnataka,52.53,24.25,59.94,35.59,69.92,high
Andhra Pradesh,35.77,22.23,62.72,0.0,15.62,high
MP,21.3,56.18,58.45,22.5,29.55,medium
Karnataka,43.92,39.59,100.0,41.36,53.31,high
Odisha,61.36,20.96,51.99,0.0,45.74,high
West Bengal,60.49,0.34,60.99,0.0,66.61,critical
Odisha,29.63,42.24,100.0,0.0,0.0,high
Assam,24.89,0.0,64.79,42.87,73.83,high
Kerala,31.89,56.41,56.61,18.13,2.15,medium
Maharashtra,58.94,41.83,91.49,1.89,25.8,high
Telangana,69.02,13.9,88.15,74.42,16.79,high
Rajasthan,53.43,28.62,66.69,100.0,73.09,high
UP,28.73,6.87,63.91,89.29,93.69,high
Andhra Pradesh,56.26,42.35,48.79,0.0,29.13,high
Telangana,18.77,25.0,69.99,94.56,12.17,medium
West Bengal,72.14,2.88,88.33,18.62,0.0,critical
Gujarat,41.76,9.87,71.82,0.0,55.52,high
Andhra Pradesh,100.0,16.46,67.21,18.34,34.09,critical
Andhra Pradesh,56.42,50.31,66.2,19.0,30.35,high
Telangana,58.27,25.88,55.48,58.48,32.82,high
West Bengal,21.24,3.8,50.94,14.23,15.44,high
Jharkhand,41.64,37.26,65.89,100.0,100.0,high
West Bengal,83.44,0.0,80.71,9.25,94.88,critical
Karnataka,48.75,28.77,50.68,10.12,40.18,high
Tamil Nadu,49.14,33.09,77.18,8.43,59.77,high
Maharashtra,56.34,44.57,82.33,0.0,49.24,high
Andhra Pradesh,74.85,11.46,62.52,0.0,49.75,critical
Tamil Nadu,47.52,7.36,100.0,21.54,20.68,critical
Karnataka,11.63,29.82,59.51,0.0,57.59,high
West Bengal,50.0,0.0,0.0,43.1,50.01,high
Telangana,50.54,43.94,57.49,100.0,82.32,medium
Odisha,95.11,0.0,51.65,0.0,50.06,critical
Odisha,99.16,0.0,72.29,23.06,72.05,critical
UP,78.9,17.08,45.47,60.87,43.43,high
Odisha,32.34,33.02,87.45,0.8,63.58,high
Rajasthan,100.0,0.0,61.65,64.71,40.37,critical
UP,77.02,0.0,90.67,100.0,79.98,critical
Karnataka,69.44,61.54,86.42,21.55,84.64,high
Gujarat,59.7,15.58,52.81,0.0,45.66,high
Bihar,66.99,10.95,42.31,86.97,63.08,high
Jharkhand,51.8,50.15,40.79,61.61,86.23,high
Maharashtra,47.64,51.79,95.57,3.38,24.79,high
Gujarat,2.85,34.31,71.3,3.17,75.03,high
Maharashtra,31.84,15.6,67.9,10.62,96.45,high
Rajasthan,79.27,42.16,85.37,79.14,44.68,high
Telangana,52.13,36.5,51.85,74.02,67.79,high
Rajasthan,100.0,46.98,55.44,97.78,67.55,high
Odisha,88.61,29.4,58.77,34.56,45.67,critical
Gujarat,46.83,1.94,83.28,0.0,87.27,critical
Rajasthan,2.38,55.63,68.11,99.96,48.55,medium
Bihar,36.62,44.59,78.97,100.0,34.07,medium
Telangana,55.35,9.07,74.82,94.77,62.71,high
Andhra Pradesh,50.28,30.97,75.77,20.31,100.0,high
Kerala,74.81,39.41,66.25,37.93,43.37,high
Tamil Nadu,85.2,37.62,54.59,4.71,4.96,high
Tamil Nadu,83.05,12.2,79.58,12.02,58.54,critical
Bihar,48.22,16.47,100.0,88.72,41.17,high
MP,78.5,34.16,39.59,79.22,2.45,high
Kerala,23.75,47.38,78.06,14.06,41.78,high
West Bengal,25.53,1.7,77.19,0.0,55.02,high
Tamil Nadu,57.52,2.87,64.65,35.92,77.46,critical
Karnataka,11.66,45.32,66.73,6.52,62.3,high
Tamil Nadu,56.03,0.0,53.86,0.0,53.15,critical
Rajasthan,9.48,14.41,37.16,100.0,47.12,medium
UP,46.35,25.57,72.03,84.61,66.5,high
Assam,45.12,22.55,47.18,84.39,85.13,high
Kerala,48.97,41.0,69.03,0.0,51.15,high
Maharashtra,76.1,43.88,36.22,31.66,59.96,high
Tamil Nadu,53.01,14.14,29.93,0.0,57.86,high
Bihar,15.44,24.25,37.39,81.28,43.56,medium
Telangana,53.26,36.24,65.58,78.82,51.06,high
Tamil Nadu,69.71,25.0,58.26,7.76,63.01,critical
Karnataka,65.65,62.23,79.24,18.7,13.73,high
Assam,37.69,0.0,53.52,80.73,75.85,high
Assam,44.81,1.7,59.16,48.04,32.93,high
Kerala,74.95,17.35,62.96,22.8,19.45,high
Bihar,65.49,0.0,78.94,98.15,50.4,high
Bihar,58.43,55.77,61.32,67.4,56.83,high
West Bengal,3.13,0.0,47.49,20.58,41.07,high
Bihar,30.2,3.69,42.02,95.12,84.22,high
MP,30.02,20.75,90.21,94.52,90.52,high
Bihar,60.47,5.31,60.99,97.35,76.01,high
Kerala,6.12,44.69,70.07,3.11,76.97,high
Maharashtra,34.95,0.0,60.44,33.78,27.74,high
Telangana,16.94,0.0,57.43,81.05,55.07,medium
Tamil Nadu,100.0,27.41,88.2,0.0,24.35,critical
Gujarat,56.56,8.5,76.72,7.94,30.68,critical
Jharkhand,33.89,44.64,65.61,33.41,35.64,high
MP,63.37,57.73,77.84,80.66,45.42,high
UP,100.0,22.59,43.88,79.86,57.7,high
Rajasthan,100.0,23.85,49.89,63.16,66.2,critical
Rajasthan,94.54,20.36,64.46,100.0,42.49,high
Telangana,67.76,41.48,46.03,48.02,42.29,high
Assam,30.86,0.0,55.66,40.34,29.56,high
Rajasthan,26.65,31.53,98.44,100.0,37.04,medium
Jharkhand,66.53,39.33,49.7,100.0,33.54,medium
Andhra Pradesh,66.56,33.21,38.43,11.27,80.56,high
